n,Loop A (ns),Loop B (ns)
1516,6204034,950964
1517,6275336,911393
1518,6083102,906795
1519,6096816,914251
1520,6071938,921833
1521,6071263,916819
1522,6158301,923705
1523,6161655,927810
1524,6429406,961268
1525,6259641,966721
1526,6363217,975793
1527,6352689,956147
1528,6269465,961418
1529,6335474,962485
1530,6817317,983041
1531,6155292,931404
1532,6092637,940632
1533,6071165,929168
1534,6147555,952487
1535,6171655,936582
1536,6128846,958043
1537,6143033,966181
1538,6273500,969277
1539,6472955,976058
1540,6438294,977580
1541,6434982,979639
1542,6847168,1076075
1543,7298426,1021481
1544,6249084,946977
1545,6222036,945175
1546,6158618,972779
1547,6241790,1034003
1548,6504850,968932
1549,6284051,954625
1550,6196134,978884
1551,6366123,975304
1552,6337070,964216
1553,6258215,1094567
1554,6207271,1000218
1555,6231692,962171
1556,6379279,965644
1557,6543348,961683
1558,6334499,984696
1559,6268764,964279
1560,6220338,1089640
1561,6277624,991803
1562,6331952,979741
1563,6229745,970206
1564,6402440,978674
1565,6361245,991827
1566,6290138,974428
1567,6305711,1013684
1568,6488093,1020245
1569,8085702,1023025
1570,6523241,978950
1571,6354919,1005724
1572,6427847,1032987
1573,6288201,1001824
1574,6345101,982598
1575,6328391,1009347
1576,6378906,990440
1577,6427403,1027660
1578,6422722,1012364
1579,6716171,994788
1580,6437656,993307
1581,7203291,1078758
1582,6754187,1020709
1583,6722941,1015443
1584,6479435,1046335
1585,6572086,1029953
1586,6418395,1029313
1587,6494062,1025854
1588,6361120,1009141
1589,6361579,1009595
1590,6499133,1040599
1591,6658475,1042489
1592,6667369,1075489
1593,7582435,1323062
1594,6770312,1057726
1595,6681102,1049004
1596,6514301,1011667
1597,6458336,1009953
1598,6411068,1009548
1599,6648946,1091851
1600,6499483,1020485
1601,6488059,1014990
1602,6437931,1033938
1603,6536791,1121113
1604,6657723,1083795
1605,6626590,1142556
1606,6685039,1070650
1607,6803571,1117954
1608,6708348,1089684
1609,6614302,1075527
1610,6600286,1048104
1611,6435221,1071755
1612,6427380,1045076
1613,6519651,1033591
1614,6540397,1041379
1615,6441020,1048761
1616,6697550,1077830
1617,6752368,1147165
1618,6861604,1116485
1619,7400557,1210959
1620,6819803,1075919
1621,6664864,1080104
1622,6957672,1048658
1623,6931105,1140562
1624,6498532,1043429
1625,6471980,1064748
1626,6508451,1044275
1627,6458330,1046241
1628,6542723,1089440
1629,6673266,1098414
1630,6699156,1098490
1631,6759563,1114279
1632,7444548,1261349
1633,6979470,1165900
1634,6962536,1096517
1635,6748493,1076463
1636,6646662,1076431
1637,6615858,1082754
1638,6671758,1060660
1639,6616793,1081717
1640,6534028,1090556
1641,6750236,1108647
1642,6770820,1159016
1643,6770622,1086614
1644,6730629,1083485
1645,7055279,1281531
1646,7233337,1119033
1647,7010867,1144289
1648,7246609,1181176
1649,7021948,1097020
1650,6749295,1112781
1651,6926477,1127652
1652,6854559,1172900
1653,7135930,1152773
1654,7070097,1222094
1655,7445115,1124966
1656,7256116,1237053
1657,7501515,1373047
1658,7480054,1147237
1659,6620486,1137204
1660,6805945,1166853
1661,6710809,1297032
1662,6645517,1112392
1663,6627663,1126913
1664,6883430,1137960
1665,6759787,1187156
1666,6820820,1140575
1667,6942871,1183606
1668,7923134,1227917
1669,7015128,1163880
1670,6855137,1224115
1671,6845759,1140349
1672,6684793,1123744
1673,6875376,1142631
1674,7393446,1189598
1675,6829219,1155721
1676,6708962,1133815
1677,6791729,1174128
1678,6853169,1170731
1679,7018363,1181976
1680,6902389,1177631
1681,6994938,1178274
1682,6945610,1316380
1683,6916088,1141882
1684,7055331,1229422
1685,7283395,1152925
1686,6768650,1144600
1687,6717812,1124623
1688,6719780,1126867
1689,6901951,1171711
1690,6951123,1174854
1691,7014359,1177845
1692,6930464,1176797
1693,6990677,1180084
1694,7000365,1213719
1695,7209428,1263955
1696,6991793,1186785
1697,6766791,1150020
1698,6779472,1155247
1699,6756466,1170801
1700,6758401,1162447
1701,6765800,1191205
1702,7063527,1187210
1703,6970410,1193997
1704,7177714,1203351
1705,7712754,1491107
1706,7867856,1214336
1707,6814056,1163738
1708,6920446,1179829
1709,6923765,1166253
1710,6805285,1155606
1711,6889096,1170151
1712,6888170,1180220
1713,6883580,1179569
1714,6905520,1185564
1715,6895333,1209258
1716,6992413,1179350
1717,6978371,1191555
1718,7769999,1399778
1719,7049417,1366639
1720,6920368,1181425
1721,6951286,1178298
1722,6894185,1189860
1723,6980542,1185941
1724,6945635,1174628
1725,6963325,1179498
1726,6980644,1196957
1727,6999531,1186929
1728,7498657,1520126
1729,7846848,1208734
1730,7030441,1212333
1731,7269882,1305668
1732,7331983,1222011
1733,7041554,1214774
1734,7114702,1313805
1735,6944858,1219771
1736,7022160,1256950
1737,7104313,1251940
1738,7200352,1252478
1739,7536088,1376622
1740,7301324,1245418
1741,6983229,1292112
1742,7055851,1210349
1743,7439229,1288194
1744,7066794,1207881
1745,6962308,1210281
1746,7281360,1223224
1747,7115138,1213574
1748,7021395,1236554
1749,7146790,1426917
1750,7322205,1438811
1751,7732597,1294535
1752,7153148,1215922
1753,7152166,1345463
1754,7578500,1224071
1755,7278491,1445700
1756,7775359,1309430
1757,7301469,1257014
1758,7052806,1269326
1759,7041158,1231579
1760,7168768,1243498
1761,7085513,1255941
1762,7610690,1496264
1763,7888214,1275652
1764,7663480,1320210
1765,8010635,1502775
1766,7624980,1289427
1767,8317530,1298862
1768,7489849,1273242
1769,7683907,1273921
1770,7113178,1589630
1771,7344366,1424239
1772,7780993,1402624
1773,7603108,1313550
1774,7645780,1547082
1775,8652794,1329750
1776,7648715,1496953
1777,7174251,1387550
1778,7981454,1309681
1779,7195135,1274881
1780,7167348,1354834
1781,7230617,1289690
1782,7586041,1461484
1783,7370752,1319647
1784,7775836,1311189
1785,7975421,1688277
1786,8102991,1348016
1787,7251283,1265784
1788,7223894,1267269
1789,7111696,1272015
1790,7193443,1320202
1791,7481532,1306733
1792,7370762,1307165
1793,7323950,1317413
1794,7825491,1413323
1795,8062726,1415341
1796,7500521,1329963
1797,7459544,1446843
1798,7571669,1282215
1799,7450941,1412198
1800,7580332,1310780
1801,7181184,1302572
1802,7201965,1284290
1803,7343373,1407873
1804,7554170,1367172
1805,7427305,1345307
1806,7581635,1415871
1807,8064840,1528083
1808,7747946,1532124
1809,8131174,1416980
1810,7317395,1339849
1811,7295103,1296182
1812,7342967,1354236
1813,7275594,1303159
1814,7460842,1317131
1815,7637598,1501500
1816,7854988,1485172
1817,8251880,1635942
1818,8423759,1492552
1819,8194176,1497748
1820,7791164,1328540
1821,7350019,1313152
1822,7354760,1315159
1823,7403385,1396082
1824,7369354,1367513
1825,7400455,1342259
1826,7437830,1364738
1827,7521816,1379038
1828,7490558,1411095
1829,7633449,1424120
1830,7914608,1382081
1831,8009099,1492050
1832,7672598,1338395
1833,7359946,1335477
1834,7370295,1357418
1835,7308297,1362963
1836,7372042,1347707
1837,7493129,1387100
1838,7548261,1390620
1839,7609770,1401400
1840,7581285,1411068
1841,8436751,1541835
1842,7500623,1377651
1843,7375238,1350099
1844,7392256,1369446
1845,7470633,1370708
1846,7397604,1382905
1847,7358553,1350247
1848,7752926,1406902
1849,7577193,1454284
1850,7582731,1436983
1851,7674877,1491880
1852,8236631,1428843
1853,7627581,1397567
1854,7423671,1363681
1855,7522277,1367046
1856,7441361,1427260
1857,7393576,1389823
1858,7523182,1395964
1859,7577236,1394282
1860,7524782,1388555
1861,7499704,1392548
1862,7536266,1388379
1863,7531751,1384560
1864,7620888,1403619
1865,7528186,1382122
1866,7485054,1379097
1867,7495777,1385583
1868,7465501,1481548
1869,7741645,1417228
1870,7490612,1421303
1871,7567407,1484382
1872,7616135,1418911
1873,7603519,1395810
1874,7732757,1401577
1875,8125321,1539740
1876,7791262,1402154
1877,7688631,1427454
1878,7606189,1402709
1879,7540570,1429616
1880,7687906,1402541
1881,7634660,1448749
1882,7687534,1451777
1883,7644093,1427930
1884,8181584,1551344
1885,7730691,1439376
1886,7583388,1551777
1887,7913392,1431685
1888,7634267,1424811
1889,7616424,1427601
1890,7576461,1439337
1891,7607758,1456632
1892,7640790,1442223
1893,7696088,1565637
1894,7645164,1440918
1895,7841863,1487076
1896,7772367,1452564
1897,7669321,1462885
1898,7687118,1445416
1899,7947099,1485059
1900,7752236,1445969
1901,7633929,1448240
1902,7718661,1511455
1903,7993139,1493252
1904,8023907,1594442
1905,8006271,1668246
1906,8737420,1522022
1907,7756857,1479748
1908,8022976,1494155
1909,7753285,1456205
1910,7726340,1450772
1911,7667014,1457979
1912,7727969,1491434
1913,7883342,1519211
1914,8764189,1800127
1915,8217932,1590533
1916,8347327,1730044
1917,8267687,1555947
1918,8326243,1536316
1919,7739233,1532185
1920,8001957,1476570
1921,7743144,1458725
1922,7653205,1478657
1923,7846299,1565979
1924,7917984,1564330
1925,8717304,1611863
1926,7963616,1547946
1927,8418510,1668548
1928,7813190,1468227
1929,7745586,1527413
1930,8136298,1535195
1931,7844306,1477260
1932,7696209,1478058
1933,7841020,1604284
1934,8017837,1536476
1935,8098231,1665707
1936,8265216,1563470
1937,8286699,1560329
1938,8165060,1546405
1939,7938956,1519892
1940,7758457,1506270
1941,7753039,1492357
1942,7755932,1502351
1943,7739023,1592895
1944,7970600,1551658
1945,8055242,1605149
1946,9790961,2169190
1947,8075558,1555690
1948,8715850,1756285
1949,8873388,1722632
1950,8280555,1542775
1951,8499629,1590025
1952,8111286,1509929
1953,8100511,1633375
1954,7982672,1569728
1955,8138244,1580792
1956,8137165,1600376
1957,8261883,1584883
1958,8177826,1671055
1959,8389941,1533434
1960,7945620,1590753
1961,7880276,1539173
1962,7882448,1619958
1963,7872910,1583847
1964,8076832,1587041
1965,8125526,1610865
1966,8787063,1738590
1967,8336912,1665460
1968,8196074,1642073
1969,8518904,1595843
1970,7994333,1556704
1971,7913279,1561684
1972,7859093,1546920
1973,7955287,1642221
1974,8321955,1673512
1975,8176521,1734438
1976,8159241,1625896
1977,8239343,1624497
1978,8557723,1778467
1979,8608794,1671228
1980,7970543,1567180
1981,7923035,1559969
1982,8071936,1567141
1983,8021160,1628826
1984,8117971,1642206
1985,8302017,1718521
1986,8662906,1645317
1987,8182914,1623608
1988,8655037,1732515
1989,8187075,1562575
1990,7941769,1586912
1991,7975625,1651721
1992,7959560,1616012
1993,7984003,1626774
1994,8154614,1639308
1995,8466363,1744737
1996,8319847,1819504
1997,8989217,1663818
1998,8207416,1672594
1999,8386591,1597483
2000,8027964,1593585
2001,8042602,1594388
2002,7987347,1596003
2003,7967797,1647163
2004,8272416,1648738
2005,8243886,1706199
2006,9217081,1917515
2007,8404281,1676780
2008,8221458,1714879
2009,8667043,1616432
2010,8037396,1653191
2011,8025006,1657676
2012,8229345,1697309
2013,8177478,1661541
2014,8341574,1675152
2015,9308442,1820929
2016,9350384,2412866
2017,8330386,1666840
2018,8710635,1736138
2019,8181721,1614658
2020,8135103,1649651
2021,8159531,1618648
2022,8089544,1639084
2023,8418742,1820317
2024,10062944,2526054
2025,9480084,1704704
2026,8483037,1768866
2027,8676548,1787921
2028,8433428,1692097
2029,8435029,1700390
2030,8565975,1652018
2031,8100401,1645341
2032,8391646,1702622
2033,8536022,1769310
2034,10195045,2108969
2035,9925425,1771785
2036,8981077,1836936
2037,8286363,1659077
2038,8589188,1771927
2039,8319702,1649764
2040,8119262,1660377
2041,8204062,1675811
2042,8369243,1740746
2043,8832583,1956000
2044,9573918,2046186
2045,9665788,1751534
2046,8338828,1693033
2047,9732138,1793288
2048,8207853,1691831
2049,8429423,1666603
2050,8190211,1680322
2051,8422472,1725118
2052,8424438,1745749
2053,8642745,1733528
2054,10316162,2242541
2055,10576183,1837904
2056,8949212,1993424
2057,8527081,1687289
2058,8271041,1755485
2059,8181713,1693498
2060,8294744,1763719
2061,8637474,1886859
2062,9007092,1766394
2063,8685312,1763660
2064,8484584,1761068
2065,8523651,1703082
2066,10085150,2566302
2067,10837331,1864130
2068,8406461,1739756
2069,8357008,1758781
2070,8488927,1756990
2071,9301445,2095216
2072,9038868,1805211
2073,8994560,1938383
2074,9248502,1721980
2075,8380967,1834808
2076,8708512,1739599
2077,8389840,1727989
2078,8397549,1770075
2079,8667920,1857942
2080,8938054,2001815
2081,10775100,1821678
2082,9506931,1900638
2083,8477621,1769994
2084,8567280,1899423
2085,8962978,1808513
2086,8513050,1761784
2087,8393729,1762342
2088,8492001,1771506
2089,8867969,1836340
2090,8757443,1796698
2091,8641732,1781935
2092,8672039,1750738
2093,8447275,1752197
2094,8496430,1819086
2095,8495162,1776713
2096,8486725,1753186
2097,8591985,1804957
2098,8588646,1749986
2099,8708142,1972019
2100,8965941,1787427
2101,8577367,1795615
2102,8861932,1942165
2103,8974854,1977459
2104,8644510,1767629
2105,8448268,1754361
2106,8483722,1784588
2107,8529663,1786262
2108,8512024,1807692
2109,8610557,1827272
2110,8632175,1770067
2111,8852990,2111225
2112,9115936,1823503
2113,8520502,1786681
2114,8534794,1794498
2115,8618921,1786144
2116,8605000,1831575
2117,8777353,1945946
2118,9163800,1836438
2119,8768537,1957691
2120,8772001,1837660
2121,8674108,1832228
2122,8552359,1870526
2123,9010429,1831023
2124,8533477,1806179
2125,8604716,1819495
2126,8795299,1895206
2127,9078242,1989305
2128,8974400,1845071
2129,9235957,1969365
2130,8747349,1912235
2131,8794380,1954254
2132,8789050,1836493
2133,8609801,1828338
2134,8617063,1821420
2135,8674231,1974155
2136,8834168,1904651
2137,9354284,1963802
2138,9043727,1898605
2139,9692639,1872636
2140,8698122,1921443
2141,8749485,1823283
2142,8858250,1829602
2143,8672330,1907554
2144,8835359,1927611
2145,9238514,1919467
2146,9368034,1913468
2147,11475577,1881628
2148,8823742,1945765
2149,8872981,1898997
2150,9032768,1863124
2151,8721263,1880730
2152,9875110,2931438
2153,9699674,1928709
2154,8997962,2019216
2155,9985113,1972462
2156,8990364,1873312
2157,9178366,1936854
2158,8712959,1999873
2159,8653980,1959957
2160,11071298,3112903
2161,8946363,1887289
2162,8991649,1974485
2163,8962769,1946999
2164,8776424,1868741
2165,8733529,1885184
2166,8752367,1907278
2167,8779046,1890828
2168,8817026,1892855
2169,8696550,2487153
2170,11982275,2665805
2171,9207259,2135491
2172,9103059,1883008
2173,8820481,1924424
2174,9243779,2002423
2175,9718926,1926707
2176,8931843,1948494
2177,8734195,1880759
2178,8919969,1885122
2179,8881231,1945598
2180,8851966,1937336
2181,9231018,2113649
2182,9801969,2855802
2183,9590559,2594554
2184,9965540,2226490
2185,9428193,1957535
2186,8790774,1907631
2187,8931651,1981404
2188,9012677,2029319
2189,9355149,1986084
2190,9024845,1987947
2191,9112653,2096309
2192,9115263,1922808
2193,8882389,1908710
2194,8949411,1944158
2195,8835308,1956890
2196,9436387,2020423
2197,10428479,2535382
2198,10810378,1981108
2199,9003711,1980349
2200,8910650,2050440
2201,9339756,2051602
2202,9141703,1991786
2203,8936669,1922450
2204,8914635,1965466
2205,8927775,2041658
2206,9073722,1959391
2207,9306134,2106005
2208,9151352,2070225
2209,9439190,1997104
2210,10800986,1987700
2211,9511528,2133890
2212,9052683,2033348
2213,9050960,2000896
2214,8914864,2002165
2215,9253705,2077361
2216,9190394,2146496
2217,9850008,2154650
2218,9167381,1953808
2219,9170714,1956318
2220,9593615,2134000
2221,9492193,2042923
2222,9022202,2037434
2223,8963562,2034683
2224,10082116,2084358
2225,9276755,1993488
2226,8962061,1969086
2227,9573070,2087942
2228,9149186,2135572
2229,9509353,2146656
2230,9131834,2181293
2231,9156275,2093670
2232,9310253,2006740
2233,9419634,2178139
2234,9397370,2035435
2235,9153183,2092225
2236,9241321,1992786
2237,9331751,1991527
2238,8958187,2023145
2239,9052473,2008174
2240,9094305,1999624
2241,9489669,2472976
2242,10265229,2443152
2243,9673579,2185087
2244,9635985,2488822
2245,9533854,2341586
2246,9956916,2072196
2247,9610659,2320993
2248,9808304,2055289
2249,9907759,2172907
2250,9136830,2135698
2251,9318529,2131640
2252,9137492,2042838
2253,9039864,2020455
2254,9276930,2031439
2255,9267574,2208316
2256,9985512,2118271
2257,9287354,2214401
2258,9494284,2098134
2259,9788951,2115023
2260,9471325,2107851
2261,9230800,2062528
2262,9086922,2043574
2263,9278677,2208527
2264,9094234,2134186
2265,9123096,2168151
2266,9214752,2135572
2267,9737833,2145492
2268,9646536,2137300
2269,10003202,2242680
2270,9710128,2232274
2271,9387423,2060400
2272,9458887,2051355
2273,9198230,2102738
2274,9457660,2241960
2275,9571463,2129133
2276,10003495,2283403
2277,9788753,2351879
2278,10572988,2295561
2279,9818141,2480520
2280,9441653,2096585
2281,9425422,2174780
2282,9470214,2094168
2283,9945125,2175703
2284,9473699,2282543
2285,9878926,2148215
2286,9796690,2452658
2287,9690694,2419784
2288,9728137,2225588
2289,9732228,2154866
2290,9968077,2387500
2291,10601941,2400757
2292,10044191,2462798
2293,10873584,2135317
2294,10288350,2315050
2295,10099419,2108455
2296,9509598,2131454
2297,10033542,2359615
2298,9788242,2354174
2299,9833662,2503785
2300,10276361,2200605
2301,10036638,2289957
2302,10975251,2221951
2303,10226631,2150595
2304,10256680,2231485
2305,10232347,2200479
2306,10405539,2420497
